ID,Class
4411,engine_idling
4413,dog_bark
4415,siren
4416,car_horn
4417,car_horn
4418,drilling
4420,engine_idling
4422,jackhammer
4424,street_music
4426,gun_shot
4427,street_music
4429,car_horn
4430,street_music
4432,siren
4433,siren
4437,gun_shot
4439,engine_idling
4440,car_horn
4444,jackhammer
4446,street_music
4449,air_conditioner
4451,siren
4453,dog_bark
4454,children_playing
4456,air_conditioner
4458,jackhammer
4459,car_horn
4461,engine_idling
4462,jackhammer
4472,siren
4473,siren
4475,siren
4476,siren
4480,siren
4481,car_horn
4482,street_music
4483,car_horn
4485,jackhammer
4486,street_music
4487,siren
4491,jackhammer
4493,siren
4498,air_conditioner
4502,children_playing
4504,children_playing
4506,jackhammer
4510,engine_idling
4511,jackhammer
4513,gun_shot
4514,jackhammer
4521,drilling
4522,dog_bark
4529,air_conditioner
4532,siren
4534,engine_idling
4536,street_music
4542,drilling
4545,children_playing
4547,air_conditioner
4554,siren
4557,jackhammer
4559,siren
4561,dog_bark
4562,engine_idling
4563,drilling
4566,children_playing
4568,dog_bark
4569,dog_bark
4570,drilling
4571,drilling
4573,air_conditioner
4578,siren
4583,dog_bark
4584,air_conditioner
4585,air_conditioner
4592,drilling
4595,dog_bark
4598,drilling
4599,street_music
4601,siren
4604,car_horn
4609,children_playing
4610,air_conditioner
4611,dog_bark
4616,dog_bark
4617,jackhammer
4618,engine_idling
4619,drilling
4622,dog_bark
4625,car_horn
4629,engine_idling
4630,dog_bark
4632,dog_bark
4633,air_conditioner
4635,air_conditioner
4636,engine_idling
4640,children_playing
4641,car_horn
4643,siren
4645,dog_bark
4648,street_music
4650,children_playing
4651,dog_bark
4652,siren
4653,siren
4655,dog_bark
4658,engine_idling
4659,engine_idling
4661,street_music
4663,dog_bark
4665,car_horn
4666,engine_idling
4667,jackhammer
4668,air_conditioner
4669,street_music
4672,street_music
4676,children_playing
4680,drilling
4682,jackhammer
4684,siren
4685,jackhammer
4688,engine_idling
4690,dog_bark
4692,engine_idling
4693,drilling
4697,jackhammer
4702,drilling
4703,car_horn
4704,dog_bark
4705,jackhammer
4707,siren
4708,dog_bark
4715,dog_bark
4716,gun_shot
4718,engine_idling
4721,car_horn
4724,street_music
4725,engine_idling
4726,drilling
4728,air_conditioner
4729,jackhammer
4732,siren
4733,air_conditioner
4735,siren
4736,drilling
4737,children_playing
4739,jackhammer
4742,car_horn
4743,air_conditioner
4746,jackhammer
4747,drilling
4748,children_playing
4749,air_conditioner
4750,car_horn
4752,drilling
4753,street_music
4754,air_conditioner
4758,street_music
4759,engine_idling
4763,car_horn
4767,drilling
4770,air_conditioner
4778,air_conditioner
4781,engine_idling
4784,air_conditioner
4788,children_playing
4790,street_music
4791,engine_idling
4792,children_playing
4793,drilling
4794,air_conditioner
4795,children_playing
4796,dog_bark
4799,siren
4800,air_conditioner
4803,children_playing
4804,dog_bark
4806,air_conditioner
4810,engine_idling
4820,drilling
4821,air_conditioner
4822,drilling
4823,drilling
4824,jackhammer
4827,street_music
4828,drilling
4829,jackhammer
4830,gun_shot
4833,drilling
4834,drilling
4836,children_playing
4837,siren
4846,air_conditioner
4847,car_horn
4851,air_conditioner
4854,engine_idling
4857,siren
4861,siren
4863,dog_bark
4864,drilling
4870,dog_bark
4877,engine_idling
4880,dog_bark
4881,jackhammer
4883,car_horn
4886,dog_bark
4889,drilling
4890,jackhammer
4900,drilling
4902,street_music
4903,dog_bark
4905,children_playing
4906,drilling
4907,children_playing
4909,air_conditioner
4911,drilling
4912,siren
4913,street_music
4914,street_music
4918,siren
4920,drilling
4921,dog_bark
4923,gun_shot
4925,street_music
4927,car_horn
4928,air_conditioner
4931,air_conditioner
4934,car_horn
4938,air_conditioner
4940,jackhammer
4942,children_playing
4943,gun_shot
4947,children_playing
4950,dog_bark
4952,drilling
4959,drilling
4960,children_playing
4961,street_music
4962,street_music
4965,drilling
4970,air_conditioner
4972,air_conditioner
4973,drilling
4984,air_conditioner
4986,car_horn
4988,air_conditioner
4989,engine_idling
4990,dog_bark
4992,children_playing
4993,car_horn
4994,gun_shot
4996,children_playing
5001,drilling
5002,dog_bark
5004,siren
5005,siren
5010,siren
5011,engine_idling
5013,dog_bark
5021,street_music
5028,dog_bark
5029,children_playing
5031,siren
5033,jackhammer
5034,drilling
5037,dog_bark
5038,jackhammer
5040,engine_idling
5042,street_music
5043,dog_bark
5044,car_horn
5046,children_playing
5049,engine_idling
5052,children_playing
5055,children_playing
5058,children_playing
5063,siren
5064,drilling
5065,dog_bark
5067,siren
5069,siren
5071,car_horn
5072,air_conditioner
5073,street_music
5074,engine_idling
5075,dog_bark
5077,jackhammer
5082,jackhammer
5085,children_playing
5089,children_playing
5092,drilling
5094,siren
5095,siren
5096,drilling
5099,siren
5100,air_conditioner
5103,engine_idling
5109,street_music
5110,jackhammer
5112,drilling
5114,children_playing
5117,street_music
5119,drilling
5121,children_playing
5122,children_playing
5125,street_music
5127,children_playing
5128,dog_bark
5129,engine_idling
5130,air_conditioner
5132,car_horn
5133,siren
5135,drilling
5138,children_playing
5140,dog_bark
5141,engine_idling
5142,siren
5147,dog_bark
5149,street_music
5157,children_playing
5165,engine_idling
5172,gun_shot
5173,air_conditioner
5177,engine_idling
5181,dog_bark
5183,jackhammer
5186,street_music
5188,jackhammer
5191,children_playing
5198,drilling
5205,jackhammer
5206,dog_bark
5209,street_music
5210,drilling
5211,engine_idling
5214,siren
5218,siren
5219,car_horn
5221,drilling
5225,dog_bark
5226,jackhammer
5228,drilling
5233,jackhammer
5236,car_horn
5237,street_music
5239,jackhammer
5241,dog_bark
5244,engine_idling
5246,street_music
5251,street_music
5253,drilling
5257,engine_idling
5262,engine_idling
5265,siren
5270,drilling
5271,gun_shot
5272,drilling
5277,jackhammer
5278,jackhammer
5281,drilling
5283,engine_idling
5284,siren
5290,engine_idling
5291,car_horn
5292,air_conditioner
5297,dog_bark
5299,car_horn
5308,engine_idling
5309,children_playing
5310,dog_bark
5312,car_horn
5314,siren
5319,street_music
5320,street_music
5321,siren
5322,gun_shot
5324,children_playing
5326,dog_bark
5328,dog_bark
5329,dog_bark
5336,engine_idling
5338,jackhammer
5340,street_music
5343,car_horn
5344,air_conditioner
5345,drilling
5347,air_conditioner
5350,jackhammer
5351,air_conditioner
5352,siren
5353,gun_shot
5356,jackhammer
5357,drilling
5360,dog_bark
5361,dog_bark
5370,drilling
5371,car_horn
5373,car_horn
5376,dog_bark
5378,gun_shot
5382,drilling
5384,engine_idling
5385,dog_bark
5389,engine_idling
5395,siren
5400,car_horn
5405,gun_shot
5407,children_playing
5409,gun_shot
5411,street_music
5412,jackhammer
5414,dog_bark
5416,engine_idling
5417,drilling
5418,street_music
5423,drilling
5426,car_horn
5427,siren
5429,street_music
5432,air_conditioner
5433,drilling
5435,street_music
5437,engine_idling
5441,jackhammer
5444,siren
5445,siren
5447,air_conditioner
5448,car_horn
5456,siren
5459,air_conditioner
5460,car_horn
5461,siren
5472,air_conditioner
5473,air_conditioner
5476,street_music
5477,siren
5480,siren
5481,dog_bark
5483,street_music
5486,air_conditioner
5487,children_playing
5488,children_playing
5489,siren
5492,drilling
5494,jackhammer
5495,siren
5503,engine_idling
5505,siren
5509,street_music
5514,dog_bark
5515,car_horn
5518,engine_idling
5521,street_music
5522,engine_idling
5534,children_playing
5540,engine_idling
5545,children_playing
5546,dog_bark
5547,siren
5553,gun_shot
5554,siren
5556,children_playing
5558,siren
5561,jackhammer
5562,children_playing
5566,children_playing
5571,air_conditioner
5572,engine_idling
5574,car_horn
5577,dog_bark
5583,jackhammer
5585,gun_shot
5586,jackhammer
5587,car_horn
5588,dog_bark
5589,car_horn
5594,siren
5597,jackhammer
5598,siren
5599,children_playing
5600,drilling
5601,engine_idling
5607,engine_idling
5611,street_music
5612,jackhammer
5613,siren
5614,drilling
5615,gun_shot
5616,air_conditioner
5619,air_conditioner
5623,drilling
5624,children_playing
5625,engine_idling
5626,children_playing
5631,engine_idling
5635,jackhammer
5637,siren
5638,siren
5640,jackhammer
5641,gun_shot
5642,street_music
5644,dog_bark
5645,dog_bark
5649,gun_shot
5652,street_music
5653,drilling
5658,siren
5659,engine_idling
5660,dog_bark
5661,children_playing
5662,drilling
5663,siren
5668,air_conditioner
5670,gun_shot
5671,jackhammer
5673,air_conditioner
5676,street_music
5681,children_playing
5682,engine_idling
5683,dog_bark
5684,street_music
5687,car_horn
5689,street_music
5690,dog_bark
5692,jackhammer
5695,drilling
5697,siren
5704,street_music
5705,drilling
5706,street_music
5707,jackhammer
5709,siren
5710,dog_bark
5711,jackhammer
5713,car_horn
5714,children_playing
5715,drilling
5716,jackhammer
5721,dog_bark
5722,jackhammer
5723,drilling
5725,drilling
5726,engine_idling
5730,air_conditioner
5731,engine_idling
5734,children_playing
5735,children_playing
5739,car_horn
5740,jackhammer
5741,children_playing
5742,engine_idling
5744,siren
5745,dog_bark
5750,street_music
5760,air_conditioner
5761,street_music
5764,jackhammer
5765,car_horn
5767,street_music
5768,jackhammer
5769,drilling
5770,jackhammer
5773,jackhammer
5774,engine_idling
5778,street_music
5780,dog_bark
5783,car_horn
5784,engine_idling
5786,children_playing
5788,drilling
5790,air_conditioner
5791,engine_idling
5800,jackhammer
5802,siren
5806,jackhammer
5815,car_horn
5817,gun_shot
5818,dog_bark
5820,drilling
5822,drilling
5824,siren
5825,children_playing
5826,siren
5827,jackhammer
5829,jackhammer
5832,engine_idling
5833,car_horn
5835,air_conditioner
5837,children_playing
5842,car_horn
5844,children_playing
5848,street_music
5851,gun_shot
5852,engine_idling
5854,dog_bark
5858,children_playing
5862,dog_bark
5863,children_playing
5865,car_horn
5867,engine_idling
5869,jackhammer
5870,jackhammer
5871,street_music
5876,air_conditioner
5879,engine_idling
5886,jackhammer
5889,engine_idling
5892,siren
5901,air_conditioner
5904,air_conditioner
5907,dog_bark
5908,siren
5909,siren
5912,dog_bark
5914,dog_bark
5915,drilling
5917,children_playing
5921,engine_idling
5922,children_playing
5925,street_music
5927,dog_bark
5928,jackhammer
5932,street_music
5934,engine_idling
5936,siren
5940,street_music
5941,engine_idling
5942,children_playing
5943,dog_bark
5944,dog_bark
5948,dog_bark
5949,car_horn
5950,engine_idling
5951,jackhammer
5952,dog_bark
5953,drilling
5957,jackhammer
5964,drilling
5966,siren
5976,jackhammer
5977,street_music
5982,jackhammer
5983,dog_bark
5984,children_playing
5985,drilling
5989,dog_bark
5990,drilling
5992,dog_bark
5994,jackhammer
5995,gun_shot
5996,dog_bark
5997,children_playing
5999,drilling
6001,street_music
6002,jackhammer
6003,dog_bark
6004,siren
6005,engine_idling
6007,jackhammer
6010,air_conditioner
6012,gun_shot
6013,street_music
6014,drilling
6016,siren
6019,engine_idling
6022,jackhammer
6023,siren
6025,street_music
6026,gun_shot
6029,jackhammer
6030,air_conditioner
6031,siren
6034,jackhammer
6040,dog_bark
6041,jackhammer
6046,car_horn
6047,jackhammer
6050,air_conditioner
6053,jackhammer
6055,engine_idling
6056,jackhammer
6059,dog_bark
6061,street_music
6063,drilling
6066,air_conditioner
6068,street_music
6070,gun_shot
6074,drilling
6077,siren
6079,air_conditioner
6080,air_conditioner
6082,car_horn
6085,engine_idling
6086,siren
6087,dog_bark
6089,siren
6091,dog_bark
6092,drilling
6094,street_music
6095,engine_idling
6096,children_playing
6098,dog_bark
6100,engine_idling
6103,siren
6104,siren
6115,drilling
6116,children_playing
6117,jackhammer
6118,jackhammer
6120,dog_bark
6129,children_playing
6130,siren
6132,drilling
6133,air_conditioner
6134,engine_idling
6136,children_playing
6138,drilling
6139,dog_bark
6140,dog_bark
6141,gun_shot
6145,siren
6149,siren
6153,car_horn
6156,siren
6159,jackhammer
6160,street_music
6161,dog_bark
6162,siren
6163,car_horn
6170,children_playing
6171,gun_shot
6172,car_horn
6174,drilling
6177,drilling
6179,engine_idling
6180,jackhammer
6183,children_playing
6187,engine_idling
6194,jackhammer
6196,drilling
6197,engine_idling
6198,siren
6204,dog_bark
6205,engine_idling
6206,gun_shot
6210,drilling
6212,dog_bark
6213,siren
6215,children_playing
6224,siren
6229,air_conditioner
6230,engine_idling
6234,air_conditioner
6235,car_horn
6241,children_playing
6243,jackhammer
6244,dog_bark
6245,drilling
6247,dog_bark
6255,car_horn
6256,car_horn
6260,children_playing
6265,air_conditioner
6266,street_music
6268,dog_bark
6271,drilling
6272,engine_idling
6274,children_playing
6278,dog_bark
6279,engine_idling
6282,jackhammer
6284,street_music
6286,gun_shot
6287,street_music
6290,drilling
6291,engine_idling
6292,children_playing
6293,engine_idling
6294,drilling
6297,siren
6298,children_playing
6305,air_conditioner
6308,jackhammer
6311,jackhammer
6314,children_playing
6317,siren
6318,siren
6322,gun_shot
6323,engine_idling
6324,air_conditioner
6326,children_playing
6328,children_playing
6329,engine_idling
6331,engine_idling
6332,jackhammer
6336,air_conditioner
6341,siren
6343,siren
6346,air_conditioner
6347,engine_idling
6348,children_playing
6351,jackhammer
6354,engine_idling
6355,children_playing
6358,street_music
6359,siren
6364,engine_idling
6367,street_music
6370,street_music
6371,engine_idling
6372,jackhammer
6374,drilling
6375,engine_idling
6377,air_conditioner
6379,drilling
6381,siren
6387,street_music
6389,siren
6393,dog_bark
6394,siren
6402,gun_shot
6403,air_conditioner
6404,drilling
6408,engine_idling
6411,drilling
6412,car_horn
6413,air_conditioner
6416,air_conditioner
6418,drilling
6420,dog_bark
6423,children_playing
6424,air_conditioner
6427,air_conditioner
6431,street_music
6432,drilling
6434,air_conditioner
6435,street_music
6436,air_conditioner
6437,drilling
6440,air_conditioner
6441,air_conditioner
6442,jackhammer
6443,car_horn
6448,engine_idling
6449,siren
6451,air_conditioner
6452,dog_bark
6453,siren
6454,street_music
6456,car_horn
6457,jackhammer
6460,street_music
6461,air_conditioner
6462,street_music
6464,drilling
6468,jackhammer
6469,jackhammer
6477,jackhammer
6478,children_playing
6480,children_playing
6483,jackhammer
6484,siren
6486,air_conditioner
6487,street_music
6490,siren
6496,siren
6497,car_horn
6500,engine_idling
6502,air_conditioner
6506,children_playing
6507,children_playing
6508,siren
6509,children_playing
6510,children_playing
6511,car_horn
6516,siren
6518,air_conditioner
6520,siren
6522,air_conditioner
6523,engine_idling
6524,children_playing
6527,jackhammer
6528,street_music
6531,air_conditioner
6534,children_playing
6535,children_playing
6536,dog_bark
6542,drilling
6544,car_horn
6548,siren
6549,street_music
6550,air_conditioner
6551,jackhammer
6552,car_horn
6555,engine_idling
6556,engine_idling
6559,children_playing
6560,engine_idling
6562,jackhammer
6563,jackhammer
6565,street_music
6568,engine_idling
6570,engine_idling
6573,street_music
6574,children_playing
6575,air_conditioner
6583,air_conditioner
6589,dog_bark
6596,children_playing
6599,street_music
6600,drilling
6603,gun_shot
6604,car_horn
6606,jackhammer
6607,drilling
6609,air_conditioner
6610,drilling
6614,air_conditioner
6616,jackhammer
6618,air_conditioner
6619,children_playing
6628,siren
6629,jackhammer
6630,dog_bark
6633,siren
6635,air_conditioner
6638,children_playing
6641,engine_idling
6642,drilling
6643,siren
6644,siren
6647,siren
6648,jackhammer
6651,street_music
6652,air_conditioner
6653,dog_bark
6655,siren
6659,jackhammer
6660,jackhammer
6661,siren
6665,dog_bark
6676,street_music
6679,children_playing
6681,air_conditioner
6683,children_playing
6689,drilling
6691,car_horn
6692,drilling
6693,drilling
6694,car_horn
6696,gun_shot
6703,drilling
6708,street_music
6712,gun_shot
6714,engine_idling
6715,jackhammer
6716,jackhammer
6717,children_playing
6719,children_playing
6721,air_conditioner
6722,dog_bark
6723,street_music
6724,drilling
6725,children_playing
6729,drilling
6730,drilling
6732,children_playing
6735,dog_bark
6736,car_horn
6737,street_music
6738,children_playing
6739,children_playing
6741,jackhammer
6742,dog_bark
6747,engine_idling
6748,street_music
6750,children_playing
6752,engine_idling
6753,gun_shot
6754,children_playing
6757,drilling
6759,engine_idling
6765,drilling
6767,siren
6769,dog_bark
6770,jackhammer
6771,engine_idling
6772,dog_bark
6774,children_playing
6777,children_playing
6781,dog_bark
6782,street_music
6783,street_music
6786,dog_bark
6800,dog_bark
6802,jackhammer
6804,siren
6810,children_playing
6811,siren
6812,siren
6813,street_music
6816,engine_idling
6817,siren
6818,car_horn
6819,children_playing
6821,street_music
6822,gun_shot
6823,siren
6826,gun_shot
6829,car_horn
6831,street_music
6832,air_conditioner
6836,air_conditioner
6837,siren
6839,dog_bark
6844,street_music
6846,air_conditioner
6847,jackhammer
6851,jackhammer
6852,street_music
6853,jackhammer
6855,street_music
6856,siren
6857,engine_idling
6860,car_horn
6864,jackhammer
6865,engine_idling
6866,dog_bark
6869,street_music
6871,children_playing
6872,gun_shot
6875,siren
6878,street_music
6879,street_music
6880,siren
6881,air_conditioner
6882,drilling
6883,siren
6888,car_horn
6889,children_playing
6892,air_conditioner
6896,drilling
6900,drilling
6901,drilling
6902,drilling
6903,siren
6906,street_music
6907,children_playing
6908,dog_bark
6909,dog_bark
6910,children_playing
6912,street_music
6914,engine_idling
6920,children_playing
6923,dog_bark
6925,dog_bark
6926,children_playing
6928,gun_shot
6929,air_conditioner
6931,siren
6932,gun_shot
6934,drilling
6943,street_music
6945,siren
6946,air_conditioner
6948,drilling
6949,dog_bark
6954,dog_bark
6955,car_horn
6958,street_music
6961,air_conditioner
6963,dog_bark
6965,car_horn
6966,siren
6969,dog_bark
6970,drilling
6974,children_playing
6975,air_conditioner
6976,air_conditioner
6977,engine_idling
6979,jackhammer
6981,dog_bark
6984,dog_bark
6985,drilling
6986,children_playing
6991,siren
6992,jackhammer
6993,street_music
6998,street_music
7000,street_music
7001,siren
7004,air_conditioner
7005,drilling
7006,drilling
7007,engine_idling
7008,siren
7012,drilling
7013,air_conditioner
7014,air_conditioner
7015,car_horn
7016,siren
7017,children_playing
7018,drilling
7019,street_music
7025,engine_idling
7026,air_conditioner
7028,children_playing
7030,street_music
7031,engine_idling
7035,air_conditioner
7036,drilling
7041,drilling
7042,children_playing
7052,car_horn
7053,siren
7054,siren
7057,dog_bark
7060,air_conditioner
7061,drilling
7064,dog_bark
7065,dog_bark
7066,children_playing
7069,air_conditioner
7070,dog_bark
7072,children_playing
7073,jackhammer
7074,jackhammer
7076,children_playing
7077,street_music
7083,gun_shot
7085,car_horn
7087,engine_idling
7088,drilling
7094,air_conditioner
7096,street_music
7105,street_music
7108,gun_shot
7109,children_playing
7111,air_conditioner
7113,engine_idling
7114,car_horn
7115,engine_idling
7118,street_music
7121,children_playing
7126,car_horn
7129,drilling
7131,air_conditioner
7133,engine_idling
7136,gun_shot
7137,siren
7140,drilling
7141,air_conditioner
7143,jackhammer
7145,street_music
7148,siren
7149,children_playing
7151,car_horn
7153,street_music
7154,jackhammer
7157,air_conditioner
7159,jackhammer
7161,jackhammer
7163,siren
7169,jackhammer
7171,street_music
7174,street_music
7175,gun_shot
7176,air_conditioner
7177,street_music
7179,jackhammer
7185,children_playing
7187,drilling
7190,engine_idling
7195,children_playing
7196,jackhammer
7197,street_music
7201,car_horn
7202,car_horn
7204,air_conditioner
7205,jackhammer
7206,engine_idling
7212,drilling
7215,jackhammer
7216,jackhammer
7217,siren
7221,engine_idling
7222,engine_idling
7223,jackhammer
7224,drilling
7226,air_conditioner
7227,dog_bark
7228,siren
7231,jackhammer
7232,dog_bark
7240,air_conditioner
7241,drilling
7242,children_playing
7245,drilling
7247,dog_bark
7249,dog_bark
7250,dog_bark
7251,dog_bark
7252,car_horn
7253,dog_bark
7256,siren
7257,car_horn
7258,street_music
7259,air_conditioner
7260,car_horn
7262,engine_idling
7263,engine_idling
7265,dog_bark
7272,car_horn
7274,air_conditioner
7275,children_playing
7278,street_music
7279,drilling
7280,air_conditioner
7285,dog_bark
7287,gun_shot
7298,air_conditioner
7302,jackhammer
7305,air_conditioner
7311,street_music
7313,children_playing
7315,siren
7316,jackhammer
7319,siren
7322,car_horn
7323,drilling
7326,jackhammer
7328,siren
7329,drilling
7330,drilling
7331,engine_idling
7332,air_conditioner
7333,children_playing
7336,engine_idling
7337,dog_bark
7340,gun_shot
7343,engine_idling
7345,dog_bark
7346,drilling
7347,gun_shot
7349,jackhammer
7352,jackhammer
7354,car_horn
7358,drilling
7359,engine_idling
7362,street_music
7364,drilling
7366,street_music
7370,air_conditioner
7374,drilling
7375,engine_idling
7378,drilling
7379,jackhammer
7380,dog_bark
7382,dog_bark
7383,children_playing
7384,dog_bark
7386,children_playing
7387,air_conditioner
7388,street_music
7389,jackhammer
7392,jackhammer
7398,street_music
7399,car_horn
7400,jackhammer
7401,drilling
7403,engine_idling
7404,drilling
7405,drilling
7409,drilling
7410,dog_bark
7412,dog_bark
7417,siren
7418,siren
7419,drilling
7424,car_horn
7429,car_horn
7430,engine_idling
7432,street_music
7436,street_music
7437,jackhammer
7439,siren
7443,street_music
7446,jackhammer
7447,car_horn
7448,siren
7450,dog_bark
7451,dog_bark
7452,engine_idling
7456,gun_shot
7459,children_playing
7460,air_conditioner
7462,jackhammer
7465,siren
7468,street_music
7471,dog_bark
7472,siren
7475,children_playing
7476,street_music
7478,drilling
7493,air_conditioner
7497,street_music
7499,children_playing
7503,jackhammer
7505,drilling
7510,air_conditioner
7518,car_horn
7519,street_music
7520,dog_bark
7521,drilling
7522,dog_bark
7524,siren
7528,car_horn
7529,siren
7530,drilling
7531,engine_idling
7539,car_horn
7541,engine_idling
7542,drilling
7543,street_music
7547,drilling
7548,dog_bark
7550,drilling
7552,air_conditioner
7553,jackhammer
7556,jackhammer
7558,drilling
7563,street_music
7565,car_horn
7566,dog_bark
7567,dog_bark
7569,jackhammer
7570,air_conditioner
7573,dog_bark
7574,drilling
7578,street_music
7579,dog_bark
7582,jackhammer
7585,gun_shot
7586,street_music
7592,dog_bark
7593,jackhammer
7595,jackhammer
7596,street_music
7598,children_playing
7600,jackhammer
7601,air_conditioner
7602,drilling
7604,engine_idling
7607,jackhammer
7609,jackhammer
7611,drilling
7613,engine_idling
7614,car_horn
7617,street_music
7619,siren
7620,children_playing
7622,engine_idling
7623,street_music
7625,dog_bark
7626,drilling
7629,jackhammer
7631,children_playing
7633,engine_idling
7634,children_playing
7638,air_conditioner
7639,drilling
7641,street_music
7642,dog_bark
7644,children_playing
7645,street_music
7646,jackhammer
7648,engine_idling
7651,siren
7657,dog_bark
7672,siren
7673,car_horn
7674,drilling
7675,car_horn
7677,dog_bark
7679,drilling
7681,siren
7682,drilling
7683,drilling
7687,engine_idling
7694,engine_idling
7697,engine_idling
7699,car_horn
7700,drilling
7705,air_conditioner
7710,air_conditioner
7711,siren
7712,gun_shot
7718,car_horn
7720,dog_bark
7721,drilling
7724,drilling
7725,siren
7726,siren
7727,street_music
7730,drilling
7739,dog_bark
7740,street_music
7745,drilling
7747,car_horn
7748,street_music
7750,engine_idling
7751,jackhammer
7754,jackhammer
7759,engine_idling
7761,air_conditioner
7762,jackhammer
7765,siren
7766,gun_shot
7769,street_music
7770,jackhammer
7775,siren
7777,dog_bark
7779,children_playing
7780,car_horn
7783,engine_idling
7784,children_playing
7785,dog_bark
7787,street_music
7791,drilling
7795,street_music
7796,drilling
7800,siren
7802,children_playing
7804,drilling
7807,dog_bark
7814,engine_idling
7817,engine_idling
7818,drilling
7819,children_playing
7821,siren
7824,children_playing
7826,car_horn
7829,siren
7833,street_music
7835,street_music
7836,engine_idling
7837,dog_bark
7838,siren
7843,siren
7844,siren
7845,street_music
7850,car_horn
7853,jackhammer
7854,siren
7856,drilling
7862,siren
7867,dog_bark
7868,car_horn
7870,car_horn
7871,gun_shot
7872,gun_shot
7873,drilling
7874,siren
7879,dog_bark
7880,car_horn
7881,street_music
7882,drilling
7883,drilling
7890,dog_bark
7892,jackhammer
7893,drilling
7897,children_playing
7898,car_horn
7899,street_music
7900,jackhammer
7901,drilling
7904,car_horn
7908,gun_shot
7910,drilling
7911,dog_bark
7914,engine_idling
7916,street_music
7918,air_conditioner
7919,jackhammer
7920,car_horn
7922,engine_idling
7927,dog_bark
7928,engine_idling
7931,siren
7932,jackhammer
7933,children_playing
7935,gun_shot
7938,car_horn
7941,children_playing
7943,drilling
7944,dog_bark
7951,children_playing
7952,dog_bark
7956,drilling
7959,engine_idling
7961,siren
7963,car_horn
7964,drilling
7965,dog_bark
7966,dog_bark
7970,dog_bark
7975,siren
7977,drilling
7978,siren
7979,street_music
7980,siren
7981,dog_bark
7988,siren
7989,car_horn
7990,jackhammer
7992,street_music
7993,drilling
7994,children_playing
7995,engine_idling
7996,siren
7997,dog_bark
7998,dog_bark
8004,dog_bark
8008,gun_shot
8012,drilling
8013,children_playing
8016,jackhammer
8021,engine_idling
8022,air_conditioner
8024,drilling
8025,children_playing
8028,drilling
8029,jackhammer
8033,air_conditioner
8035,air_conditioner
8036,siren
8037,street_music
8042,air_conditioner
8043,street_music
8046,siren
8047,car_horn
8049,car_horn
8050,car_horn
8052,street_music
8053,street_music
8055,drilling
8060,children_playing
8062,dog_bark
8067,street_music
8072,street_music
8073,air_conditioner
8074,car_horn
8075,engine_idling
8077,engine_idling
8078,children_playing
8079,dog_bark
8080,street_music
8084,children_playing
8085,engine_idling
8086,air_conditioner
8088,gun_shot
8090,engine_idling
8092,gun_shot
8093,air_conditioner
8095,street_music
8099,dog_bark
8100,children_playing
8103,jackhammer
8104,drilling
8105,gun_shot
8106,drilling
8108,street_music
8114,street_music
8118,children_playing
8122,street_music
8125,air_conditioner
8131,engine_idling
8135,engine_idling
8137,siren
8140,drilling
8142,engine_idling
8145,street_music
8146,street_music
8148,dog_bark
8150,engine_idling
8151,car_horn
8155,air_conditioner
8156,street_music
8161,drilling
8166,children_playing
8168,dog_bark
8171,jackhammer
8173,street_music
8174,drilling
8177,street_music
8182,street_music
8183,air_conditioner
8184,drilling
8185,dog_bark
8187,siren
8188,siren
8189,dog_bark
8190,siren
8191,jackhammer
8192,children_playing
8194,jackhammer
8195,siren
8199,children_playing
8200,street_music
8201,jackhammer
8210,children_playing
8211,drilling
8213,children_playing
8215,dog_bark
8216,dog_bark
8219,engine_idling
8220,drilling
8221,jackhammer
8228,street_music
8229,siren
8232,gun_shot
8233,jackhammer
8238,car_horn
8241,drilling
8244,jackhammer
8247,siren
8249,street_music
8252,dog_bark
8253,children_playing
8259,drilling
8261,engine_idling
8262,siren
8264,dog_bark
8266,siren
8268,children_playing
8270,siren
8271,drilling
8272,air_conditioner
8274,engine_idling
8279,siren
8283,siren
8285,drilling
8287,air_conditioner
8289,air_conditioner
8293,jackhammer
8296,children_playing
8297,air_conditioner
8300,street_music
8306,siren
8307,car_horn
8308,jackhammer
8310,car_horn
8311,car_horn
8313,car_horn
8314,car_horn
8315,children_playing
8318,air_conditioner
8323,engine_idling
8324,children_playing
8327,siren
8330,drilling
8332,engine_idling
8334,children_playing
8337,drilling
8344,siren
8345,car_horn
8346,siren
8347,car_horn
8352,engine_idling
8353,siren
8354,gun_shot
8361,drilling
8364,street_music
8365,street_music
8369,engine_idling
8370,dog_bark
8377,street_music
8378,dog_bark
8380,siren
8381,air_conditioner
8384,air_conditioner
8386,engine_idling
8387,engine_idling
8391,engine_idling
8392,air_conditioner
8393,drilling
8399,children_playing
8401,jackhammer
8403,siren
8406,car_horn
8407,dog_bark
8409,dog_bark
8412,children_playing
8416,air_conditioner
8417,air_conditioner
8419,dog_bark
8420,dog_bark
8421,air_conditioner
8422,drilling
8424,siren
8425,air_conditioner
8427,drilling
8428,street_music
8430,siren
8431,siren
8432,air_conditioner
8434,car_horn
8437,siren
8438,engine_idling
8443,car_horn
8447,dog_bark
8449,children_playing
8450,drilling
8458,air_conditioner
8462,siren
8466,drilling
8467,siren
8469,siren
8471,drilling
8472,children_playing
8473,car_horn
8474,jackhammer
8475,car_horn
8476,drilling
8477,siren
8482,engine_idling
8485,dog_bark
8486,siren
8491,air_conditioner
8492,drilling
8493,jackhammer
8496,air_conditioner
